yrs,atmosphere,cryosphere,land,ocean_0-700m,ocean_0-700m_error,ocean_700-2000m,ocean_700-2000m_error,ocean_2000-6000m,ocean_2000-6000m_error,ocean_full-depth,Total,Units
2000.5,0.752449095249176,4.229232311248779,12.695868492126465,103.74777433146801,35.38995917611823,42.591166666666666,9.037015075077015,10.350000000000001,3.11854103343465,156.68894099813465,174.36649089675907,ZJ
2001.5,1.5935330390930176,4.374501705169678,13.11235523223877,125.99126669346396,38.332358364694244,46.42060000000001,8.471369472174167,11.500000000000002,3.465045592705167,183.91186669346396,202.99225666996543,ZJ
2002.5,1.9435975551605225,4.641828536987305,13.688690185546875,135.53532717749744,36.94562539263346,54.67156666666667,7.355832620537407,12.650000000000002,3.811550151975684,202.85689384416412,223.13101012185882,ZJ
2003.5,1.469211459159851,4.843053340911865,14.185498237609863,153.67451244243088,23.669080636128104,60.3135,6.855993315576804,13.800000000000002,4.1580547112462005,227.7880124424309,248.28577548011248,ZJ
2004.5,1.2672185897827148,5.5180583000183105,14.649791717529297,156.0907097135985,16.23356176551017,66.27313333333333,6.794860420019314,14.950000000000003,4.504559270516718,237.31384304693182,258.74891165426214,ZJ
2005.5,1.976019263267517,6.097259044647217,15.330669403076172,163.65607750052544,11.935826877606344,70.84996666666666,6.6984371709443495,16.1,4.851063829787234,250.6060441671921,274.009991878183,ZJ
2006.5,2.280093193054199,6.769983768463135,15.853296279907227,166.2278781534975,11.669681049790565,73.63056666666667,6.660339445140023,17.25,5.197568389057751,257.10844482016415,282.0118180615887,ZJ
2007.5,2.0417990684509277,7.45016622543335,16.52696990966797,174.02577521357452,11.567985256033845,75.64616666666667,6.2790043669288504,18.4,5.544072948328268,268.0719418802412,294.09087708379343,ZJ
2008.5,1.7160062789916992,7.755377769470215,17.01062774658203,182.06490603011397,11.92599106830796,76.9385,5.797261745476558,19.549999999999997,5.890577507598785,278.553406030114,305.03541782515794,ZJ
2009.5,2.420847177505493,8.183549880981445,17.502363204956055,187.39398044169604,11.653730157831633,80.37533333333334,5.542863526361216,20.699999999999996,6.237082066869301,288.4693137750294,316.57607403847237,ZJ
2010.5,3.730097770690918,8.86294174194336,17.944372177124023,190.78582698814262,11.704050690618857,84.94793333333334,5.5271265293929295,21.849999999999994,6.583586626139819,297.583760321476,328.1211720112343,ZJ
2011.5,2.4645137786865234,9.904348373413086,18.607986450195312,193.94561349175711,11.880467575946888,89.7207,5.6074944249060525,22.999999999999993,6.930091185410335,306.66631349175714,337.64316209405206,ZJ
2012.5,2.464887857437134,10.33620548248291,19.139583587646484,201.7917496383464,12.264589269705926,97.04813333333334,6.37108222065442,24.14999999999999,7.2765957446808525,322.9898829716797,354.93055989924625,ZJ
2013.5,3.030651330947876,10.491719245910645,19.680419921875,206.28074962909898,11.90504125662768,103.5261,6.781819733975358,25.29999999999999,7.623100303951369,335.106849629099,368.3096401278325,ZJ
2014.5,3.046893358230591,9.911222457885742,20.36899757385254,213.96631172786564,11.203364530696431,110.09353333333333,7.604825951204708,26.44999999999999,7.969604863221886,350.509845061199,383.83695845116785,ZJ
2015.5,3.0980427265167236,10.452947616577148,20.994783401489258,219.81112979371483,11.6889567009066,113.02886666666666,7.562031518441434,27.599999999999987,8.316109422492403,360.43999646038145,394.9857702049646,ZJ
2016.5,4.399416923522949,11.905388832092285,21.63846206665039,229.3058913855741,12.075721442572078,117.12786666666665,8.337114624101995,28.749999999999986,8.66261398176292,375.18375805224076,413.1270258745064,ZJ
2017.5,4.6849188804626465,12.408891677856445,22.134740829467773,232.55925626875967,11.711847636628356,118.89453333333333,8.498654874044282,29.899999999999984,9.009118541033436,381.353789602093,420.58234098987987,ZJ
2018.5,4.156961441040039,12.327381134033203,22.874958038330078,241.61682394914342,11.236300578969171,123.28486666666666,10.675038969247137,31.049999999999983,9.355623100303953,395.9516906158101,435.3109912292134,ZJ
2019.5,4.697671890258789,12.585783958435059,23.370708465576172,249.9168239491434,12.218584413129522,125.94219999999999,7.422956455113536,32.20000000000073,9.702127659574671,408.05902394914415,448.71318826341417,ZJ
2020.5,5.5582451820373535,13.193704605102539,23.916072845458984,265.4168239491434,13.848053318285023,131.58286666666666,7.911549623752645,33.35000000000082,10.048632218845114,430.3496906158109,473.0177132484098,ZJ
2021.5,,,,278.51682394914343,15.369520934157674,136.24953333333332,8.54783993673107,34.50000000000091,10.39513677811567,449.26635728247766,,ZJ
2022.5,,,,292.01682394914343,16.42093590990241,138.33753333333334,8.714187263919108,35.650000000000546,10.741641337386227,466.0043572824773,,ZJ
2023.5,,,,303.01682394914343,17.50538542680427,136.54953333333333,8.26165777874816,36.80000000000064,11.08814589665667,476.3663572824774,,ZJ
